id,sentiment
"12311_10",0.9559158587610289
"8348_2",0.24700800736317374
"5828_4",0.5509015133964333
"7186_2",0.2705957331435554
"12128_7",0.7609100913344218
"2913_8",0.8911691823558505
"4396_1",0.17527062968014645
"395_2",0.3267430578490676
"10616_1",0.2937757377759888
"9074_9",0.49745012495980345
"9252_3",0.11029122901334004
"9896_9",0.6494510132594353
"574_4",0.1984223325323594
"11182_8",0.6951010906068992
"11656_4",0.16741305636728682
"2322_4",0.68003984253315
"8703_1",0.29028036627100234
"7483_1",0.21198793814142433
"6007_10",0.8940649591655054
"12424_4",0.20198315417837442
"4672_1",0.055584272476806265
"10841_3",0.22461283731030707
"8954_7",0.47618762593674335
"7392_1",0.5508056610692827
"10288_8",0.9401255484342302
"5343_4",0.09148875554124965
"4950_1",0.02173742134449607
"9257_4",0.6321908879949631
"8689_3",0.18915609836495786
"4480_2",0.10870078079477878
"9286_10",0.9318154898253139
"12245_10",0.9798526232352389
"7529_7",0.9092395242521679
"4_4",0.05159828509377712
"5299_2",0.12950375039769166
"12077_8",0.8950965163354695
"10701_2",0.3220303471923473
"11579_1",0.12069395895605903
"10993_1",0.37502682955230904
"8913_1",0.18671467626791716
"1350_3",0.5661608156437905
"3804_2",0.1529769681522403
"5025_3",0.3250281719071129
"5170_8",0.6196286413479691
"8225_8",0.9244912213568977
"6427_7",0.9472504585970628
"3165_3",0.21167843306383338
"7902_9",0.9440417786532423
"8208_3",0.06944564319084964
"3577_8",0.9719222822059412
"4865_1",0.15258834736621932
"9063_3",0.5515576213735182
"1106_1",0.42197154952747656
"1117_9",0.8444378278949456
"1050_4",0.6402148654902702
"10755_9",0.6746972973114784
"2729_8",0.6969528820432187
"10072_10",0.9318322549399349
"2904_7",0.6281514056735189
"4584_2",0.49588359893641687
"189_4",0.03640238580521713
"6302_4",0.36567278346165605
"8138_9",0.4780311387389997
"1262_1",0.28718807877295516
"2199_10",0.9897846577227349
"6551_7",0.757045623377989
"8082_7",0.19139919800616442
"4897_8",0.9932690351046393
"7360_1",0.015123104237771202
"11012_10",0.8365576450298751
"12046_1",0.17628389668726752
"2331_2",0.6404463534549507
"8961_9",0.7978596935284218
"751_7",0.935440243869268
"9884_10",0.6251828432849792
"10016_8",0.8886046197854365
"8023_10",0.43816282340763407
"2628_1",0.22149305338958425
"5832_1",0.05295530688440329
"7302_1",0.079976400074342
"4501_3",0.16061359896298819
"1121_7",0.35415382593941175
"8334_3",0.507653565713739
"9789_10",0.49746380614545976
"4230_10",0.6347855703982189
"824_4",0.044594840640090075
"6803_9",0.8495631468532062
"3086_7",0.6871136593465169
"1135_8",0.7621595479670651
"10136_1",0.25509061237917263
"11129_3",0.363944323378895
"2072_8",0.28322580556077515
"9501_7",0.9337882321598331
"319_10",0.8299910123853862
"1693_7",0.8052045378947376
"10886_1",0.017202100438807322
"9406_8",0.8251512685152903
"10376_10",0.451109436469222
"9902_1",0.2141049717292697
"9938_8",0.7975038853744633
"7080_9",0.94903871284539
"11944_8",0.4490234522748055
"5249_1",0.02517862999232376
"9599_2",0.03421508994413046
"9620_1",0.15527185473801178
"11244_1",0.14552395232672194
"6841_10",0.5131805529218346
"10050_4",0.9274357221352912
"10512_9",0.7596451058287979
"11327_3",0.2278985665651505
"10681_8",0.8114869448967429
"808_3",0.2529607259807762
"546_7",0.92952069873029
"10765_1",0.0035184596288815543
"7189_9",0.3827111638517018
"6005_9",0.9886029642910286
"11915_9",0.7853454631461324
"5740_10",0.7679026764053077
"7097_10",0.21009481201961014
"9573_10",0.521986743894677
"5084_4",0.6402852995513045
"12332_7",0.27720953989899555
"8154_1",0.5516341913361585
"5610_1",0.04194204020401176
"5323_9",0.8373620283187062
"11034_8",0.6758589694886913
"3977_2",0.24666664611355205
"12380_7",0.11309466062390895
"1737_8",0.5559095496092084
"6030_9",0.656490124178223
"5918_7",0.9685764351798251
"7061_9",0.41296160631617856
"266_8",0.406480052260246
"1375_10",0.9088641643191224
"8648_3",0.06275630853734897
"10146_10",0.8032366485176877
"4578_10",0.9750918423967145
"4685_8",0.9867142531494109
"11843_9",0.7430836274172865
"5467_10",0.9159574232308699
"10140_10",0.773198246294382
"7721_8",0.8324854933054586
"11208_10",0.43264990410986537
"1063_10",0.9308851758125479
"8260_10",0.5597756712600549
"3182_9",0.830253422709569
"2797_8",0.9539811105842168
"7613_2",0.7576197321253783
"11624_4",0.1977550228296788
"4847_10",0.6048278694586928
"10684_7",0.7680619586001061
"6312_1",0.6722938898634941
"4925_3",0.46420741923486253
"4125_1",0.07086922041941923
"2394_10",0.9742677245570506
"12105_10",0.8129964108720772
"7812_1",0.1803279763227091
"1061_8",0.6547138045522678
"9343_3",0.6654556253802476
"7696_10",0.9732294770674352
"9355_10",0.9929251850341573
"782_9",0.9608113018689189
"9882_10",0.9171742378868261
"10642_10",0.7710700020886672
"7410_2",0.061005551079263094
"9591_4",0.12982279887913126
"11902_3",0.14107689884624192
"3495_7",0.7757865975390794
"6733_1",0.22920739956329336
"4552_1",0.0731294593563098
"6722_1",0.22646579486031868
"188_10",0.9283426779046828
"5099_10",0.9272319593885731
"10313_1",0.42971375110923704
"6756_9",0.9542561792959879
"6622_2",0.15822632086039565
"4807_10",0.8515057556108028
"7173_3",0.19846471917624564
"11321_8",0.6278462600162397
"7909_9",0.666824057911983
"8012_7",0.231757261463446
"8615_4",0.1850775706691945
"8117_10",0.7730728132896951
"1892_10",0.7236977485114005
"4617_1",0.14032387272048946
"1893_8",0.7087236284307143
"5435_1",0.013902454820608942
"162_3",0.3771158847958002
"6516_10",0.821389821953086
"11588_7",0.9720562696360343
"2006_1",0.04495760990020866
"1594_4",0.38930404280926373
"1472_1",0.18257566228159489
